BorrName,BorrID,LoanStatus,GrossApproval,SBAGuarantee,PctOfGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,DebtCoverage,Leverage,COFiscalYear,COAmount,PrinBalanceCollected,PctOfPrinColl,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,JobsSupported
McHugh Chiropractic and Health,13649,EXEMPT,55000,46750,0.85,6.25,120,2017,12/5/16,12/5/16,0,10/14/26,0,1,4,0,0,16500,0.3,0,0,0,621310,3
"D & L Jerky, Inc.",13650,EXEMPT,150000,127500,0.85,6.25,126,2016,4/19/16,6/1/16,43,10/7/26,0,1.25,3.75,0,0,52500,0.35,0,0,0,453998,4
"PMP BREVARD, INC. dba Papa Mur",13651,EXEMPT,250000,187500,0.75,6.25,126,2016,4/15/16,7/1/16,77,11/6/26,0,1.25,3.75,0,0,87500,0.35,0,0,0,722513,6
M & A ENTERPRISE USA INC,13652,EXEMPT,217000,162750,0.75,6.25,124,2016,1/26/16,2/1/16,6,4/9/26,0,1.25,3.75,0,0,65100,0.3,0,0,0,492110,2
The Capstone Group Southern LL,13653,EXEMPT,555000,416250,0.75,6,126,2016,10/8/15,11/1/15,24,3/8/26,0,1.25,3.75,0,0,166500,0.3,0,0,0,713940,12
The Capstone Group Southern LL,13654,EXEMPT,1020000,765000,0.75,6,129,2016,10/8/15,2/1/16,116,9/6/26,0,1.25,3.75,0,0,357000,0.35,0,0,0,713940,12
PAYROLL SOLUTIONS UNLIMITED IN,13655,EXEMPT,150000,127500,0.85,6,120,2015,2/27/15,3/1/15,2,1/7/25,0,1.5,3.5,0,0,45000,0.3,0,0,0,541214,9
"Final Frontier Plaza, LLC",13656,EXEMPT,351000,263250,0.75,6,240,2014,9/10/14,9/10/14,0,5/28/34,0,1.75,3.25,0,0,105300,0.3,0,0,0,561710,7
"Eatin' it Fresh, LLC dba Pita",13657,EXEMPT,235000,176250,0.75,6,101,2014,8/12/14,11/1/14,81,2/17/23,0,1.75,3.25,0,0,82250,0.35,0,0,0,722513,10
South Florida Achievement Cent,13658,EXEMPT,204000,153000,0.75,6,120,2014,7/23/14,8/1/14,9,6/9/24,0,1.75,3.25,0,0,61200,0.3,0,0,0,611710,3
San Juan Hair Studio,13659,EXEMPT,167000,125250,0.75,6,240,2014,6/24/14,6/24/14,0,3/11/34,0,1.75,3.25,0,0,50100,0.3,0,0,0,812112,5
"Strand Haus, Inc.",13660,EXEMPT,174000,147900,0.85,6,120,2014,6/20/14,7/1/14,11,5/9/24,0,1.75,3.25,0,0,52200,0.3,0,0,0,722513,10
"DYNAMICDIRECT.COM, INC.",13661,EXEMPT,350000,262500,0.75,6,180,2014,5/28/14,6/1/14,4,3/14/29,0,1.75,3.25,0,0,105000,0.3,0,0,0,541860,12
"TIBBS Enterprises, LLC",13662,PIF,200000,150000,0.75,6,120,2014,5/20/14,6/1/14,12,4/9/24,0,2.25,4,0,0,200000,1,0,0,0,722515,12
Bill Cournan Sales Inc,13663,PIF,400000,300000,0.75,6,246,2013,1/10/13,2/1/13,22,4/17/33,0,2.25,4,0,0,400000,1,0,0,0,323119,12
"Persaud Enterprises, Inc.",13664,PIF,600000,450000,0.75,6,240,2013,10/18/12,11/1/12,14,7/19/32,0,2.25,4,0,0,600000,1,0,0,0,722110,34
Mahant Hospitality LLC,13666,EXEMPT,2250000,1687500,0.75,6.25,300,2017,8/22/17,8/31/17,9,4/22/42,0,1,4,0,0,675000,0.3,0,0,0,721110,12
John's Pass Holdings and Ventu,13667,EXEMPT,1100000,825000,0.75,7,120,2017,7/26/17,10/31/17,97,9/9/27,0,1,4,0,0,385000,0.35,0,0,0,531311,12
"Akal Enterprises, Inc.",13668,EXEMPT,2424000,1818000,0.75,5.5,300,2017,6/22/17,6/30/17,8,2/19/42,0,1,4,0,0,727200,0.3,0,0,0,721110,0
The Insurance Guy Inc,13669,EXEMPT,900000,675000,0.75,6.25,120,2017,4/7/17,4/30/17,23,3/9/27,0,1,4,0,0,270000,0.3,0,0,0,524210,14
Martin Insurance Group LLC,13671,EXEMPT,1975000,1481250,0.75,6.5,120,2017,1/25/17,2/1/17,7,12/11/26,0,1,4,0,0,592500,0.3,0,0,0,524210,5
Coastal Premier Insurance Grou,13672,EXEMPT,575000,431250,0.75,6.25,120,2017,1/3/17,1/3/17,0,11/12/26,0,1,4,0,0,172500,0.3,0,0,0,524210,3
America&apos;s Insurance Assoc,13673,EXEMPT,2415000,1811250,0.75,5,122,2017,12/19/16,12/19/16,0,12/27/26,0,1,4,0,0,724500,0.3,0,0,0,524210,16
Coastal Elite Insurance Group,13674,EXEMPT,1150000,862500,0.75,6.25,120,2017,11/30/16,12/1/16,1,10/10/26,0,1,4,0,0,345000,0.3,0,0,0,524210,9
The Insurance Guy Inc,13675,EXEMPT,1000000,750000,0.75,6.25,120,2017,10/4/16,10/4/16,0,8/13/26,0,1,4,0,0,300000,0.3,0,0,0,524210,14
West Coast Group LLC,13676,EXEMPT,4875000,3656250,0.75,6.25,120,2016,9/2/16,9/2/16,0,7/12/26,0,1.25,3.75,0,0,1462500,0.3,0,0,0,524210,20
"Ameriway Insurance, LLC",13677,EXEMPT,415000,311250,0.75,5.75,120,2016,8/15/16,9/1/16,17,7/11/26,0,1.25,3.75,0,0,124500,0.3,0,0,0,524210,5
Coastal Premier Insurance Agen,13678,EXEMPT,4400000,3300000,0.75,6.25,120,2016,6/21/16,7/1/16,10,5/10/26,0,1.25,3.75,0,0,1320000,0.3,0,0,0,524210,10
"Synergy Insurance Group, Inc",13679,EXEMPT,3675000,2756250,0.75,6.25,120,2016,2/24/16,3/1/16,6,1/8/26,0,1.25,3.75,0,0,1102500,0.3,0,0,0,524210,5
TouchMark Hotel Group LLC,13680,PIF,4000000,1744000,0.436,6,300,2016,1/7/16,2/1/16,25,9/22/40,0,2.25,4,0,0,4000000,1,0,0,0,721110,18
"Tony Blankenship Insurance, LL",13681,EXEMPT,1025000,768750,0.75,5.75,120,2016,12/23/15,12/23/15,0,10/31/25,0,1.25,3.75,0,0,307500,0.3,0,0,0,524210,4
Justine Rodgers Signature Insu,13682,EXEMPT,1385000,1038750,0.75,6,120,2015,7/1/15,9/1/15,62,7/10/25,0,1.5,3.5,0,0,484750,0.35,0,0,0,524210,8
"The Murray Insurance Agency, I",13684,EXEMPT,390000,292500,0.75,6,120,2015,5/1/15,5/1/15,0,3/9/25,0,1.5,3.5,0,0,117000,0.3,0,0,0,524210,15
"C. I. Fort Myers, LLC",13685,PIF,2664600,1998450,0.75,5.5,300,2015,1/20/15,2/1/15,12,9/23/39,0,2.25,4,0,0,2664600,1,0,0,0,721110,13
"The Murray Insurance Agency, I",13686,EXEMPT,225000,168750,0.75,6,120,2015,11/19/14,12/1/14,12,10/9/24,0,1.5,3.5,0,0,67500,0.3,0,0,0,524210,8
"Pine Forest Hospitality, Inc.",13687,EXEMPT,630000,472500,0.75,5.75,300,2015,10/1/14,10/1/14,0,5/23/39,0,1.5,3.5,0,0,189000,0.3,0,0,0,721110,11
"Pine Forest Hospitality, Inc.",13688,EXEMPT,1370000,1027500,0.75,5.75,300,2014,9/26/14,10/1/14,5,5/23/39,0,1.75,3.25,0,0,411000,0.3,0,0,0,721110,15
"The Murray Insurance Agency, I",13689,EXEMPT,1805600,1354200,0.75,6,120,2014,9/9/14,9/9/14,0,7/18/24,0,1.75,3.25,0,0,541680,0.3,0,0,0,524210,14
"Florida Massage Lake Mary, LLC",13690,EXEMPT,440000,330000,0.75,6.5,126,2017,3/14/17,5/31/17,78,10/6/27,0,1,4,0,0,154000,0.35,0,0,0,812199,45
SMILEtastic Inc.,13691,EXEMPT,315000,236250,0.75,6.25,126,2016,5/6/16,7/1/16,56,11/6/26,0,1.25,3.75,0,0,110250,0.35,0,0,0,621210,5
SZSARASOTA LLC,13693,EXEMPT,1160000,870000,0.75,6,120,2015,10/27/14,10/27/14,0,9/4/24,0,1.5,3.5,0,0,348000,0.3,0,0,0,713990,102
"Mellow Dreamz, LLC",13694,PIF,1393000,1044750,0.75,6,126,2015,10/22/14,11/1/14,10,3/8/25,0,2.25,4,0,0,1393000,1,0,0,0,722511,60
"Feelin Shroomy, Inc.",13695,EXEMPT,485000,363750,0.75,5.75,126,2015,10/22/14,1/1/15,71,5/8/25,0,1.5,3.5,0,0,169750,0.35,0,0,0,722511,50
"Ft. Lauderdale Pizza Bakers, I",13696,EXEMPT,1500000,1125000,0.75,6,126,2014,9/2/14,11/1/14,60,3/8/25,0,1.75,3.25,0,0,525000,0.35,0,0,0,722511,180
"Florida Massage Winter Park, L",13697,EXEMPT,438000,328500,0.75,6,126,2014,8/1/14,10/1/14,61,2/5/25,0,1.75,3.25,0,0,153300,0.35,0,0,0,812199,45
"MM-2 South Miami, LLC",13698,EXEMPT,1164000,873000,0.75,5.75,86,2014,5/30/14,8/1/14,63,8/24/21,0,1.75,3.25,0,0,407400,0.35,0,0,0,722511,120
MTTBA Inc.,13699,PIF,3425800,2569350,0.75,5.75,312,2014,4/8/14,9/1/14,146,4/17/40,0,2.25,4,0,0,3425800,1,0,0,0,624410,58
"Mellow3, Inc",13700,EXEMPT,1418000,1063500,0.75,5.25,120,2014,2/27/14,10/1/14,216,8/9/24,0,1.75,3.25,0,0,496300,0.35,0,0,0,722511,52
"JAG Subs, Inc.",13702,PIF,279000,209250,0.75,6,126,2013,8/13/13,11/1/13,80,3/8/24,0,2.25,4,0,0,279000,1,0,0,0,722513,7
"Golden Spring, Inc",13703,EXEMPT,3380000,2535000,0.75,5,300,2013,6/26/13,7/1/13,5,2/20/38,0,2,3,0,0,1014000,0.3,0,0,0,722514,100
"PSNN, Inc.",13704,PIF,3494500,2620875,0.75,6,306,2013,6/10/13,7/1/13,21,8/19/38,0,2.25,4,0,0,3494500,1,0,0,0,624410,17
"Gulf Breeze Gourmet, LLC",13705,EXEMPT,393000,294750,0.75,5.75,120,2013,5/9/13,5/9/13,0,3/18/23,0,2,3,0,0,117900,0.3,0,0,0,722513,52
Clark Holdings of Northwest Fl,13706,EXEMPT,373000,279750,0.75,6,144,2013,4/24/13,5/1/13,7,2/27/25,0,2,3,0,0,111900,0.3,0,0,0,561720,22
"Mellow PGA, Inc.",13708,EXEMPT,1437000,1077750,0.75,5.75,120,2012,8/3/12,10/1/12,59,8/10/22,0,2.25,2.75,0,0,502950,0.35,0,0,0,722110,60
Nibble Nation LLC,13709,EXEMPT,365000,273750,0.75,6,120,2012,6/6/12,6/6/12,0,4/15/22,0,2.25,2.75,0,0,109500,0.3,0,0,0,722513,92
"Florida Massage Naples, LLC",13710,EXEMPT,300000,225000,0.75,6,120,2012,6/5/12,6/5/12,0,4/14/22,0,2.25,2.75,0,0,90000,0.3,0,0,0,812199,25
Bgoodcompanies Inc.,13711,EXEMPT,1355000,1219500,0.9,2.57,120,2011,12/17/10,8/1/11,227,6/9/21,0,2.5,2.5,0,0,474250,0.35,0,0,0,561110,3
Shim LLC,13715,EXEMPT,50000,25000,0.5,4.5,24,2017,6/21/17,6/30/17,9,6/20/19,0,1,4,0,0,15000,0.3,0,0,0,541410,3
Shim LLC,13716,EXEMPT,25000,21250,0.85,4.5,36,2017,6/8/17,6/30/17,22,6/14/20,0,1,4,0,0,7500,0.3,0,0,0,541410,3
The Gilchrist Law Firm PA,13717,PIF,50000,25000,0.5,4.5,24,2017,3/9/17,3/9/17,0,2/27/19,0,2.25,4,0,0,50000,1,0,0,0,541110,7
David Rodriguez MD PA,13718,EXEMPT,75000,63750,0.85,5,84,2017,3/6/17,3/6/17,0,1/29/24,0,1,4,0,0,22500,0.3,0,0,0,621111,8
Bragi Sigurdsson PA,13719,EXEMPT,50000,25000,0.5,5.5,24,2017,2/17/17,3/1/17,12,2/19/19,0,1,4,0,0,15000,0.3,0,0,0,531210,2
Accutilities LLC,13720,EXEMPT,75000,37500,0.5,5.75,24,2017,2/1/17,3/1/17,28,2/19/19,0,1,4,0,0,26250,0.35,0,0,0,237110,3
ISupplies Plus LLC,13721,EXEMPT,100000,50000,0.5,5.5,24,2017,12/14/16,3/1/17,77,2/19/19,0,1,4,0,0,35000,0.35,0,0,0,454390,2
Plaza Seafood and fresh Fish I,13722,EXEMPT,350000,175000,0.5,5.5,12,2017,11/17/16,10/31/17,348,10/26/18,0,1,4,0,0,122500,0.35,0,0,0,445220,15
Persant Construction Company I,13723,EXEMPT,100000,50000,0.5,4.75,24,2017,10/25/16,2/1/17,99,1/22/19,0,1,4,0,0,35000,0.35,0,0,0,238910,41
KD Construction & Consulting I,13724,EXEMPT,350000,175000,0.5,5,24,2016,8/25/16,10/1/16,37,9/21/18,0,1.25,3.75,0,0,122500,0.35,0,0,0,238390,7
Koko & Palenki Inc,13725,EXEMPT,120000,102000,0.85,5,36,2016,8/2/16,10/1/16,60,9/16/19,0,1.25,3.75,0,0,42000,0.35,0,0,0,448210,56
David Rodriguez MD PA,13726,EXEMPT,100000,50000,0.5,4.5,27,2016,7/22/16,8/1/16,10,10/20/18,0,1.25,3.75,0,0,30000,0.3,0,0,0,621111,12
Children's Paradise Learning C,13727,EXEMPT,250000,125000,0.5,5,18,2016,6/24/16,7/1/16,7,12/23/17,0,1.25,3.75,0,0,75000,0.3,0,0,0,624410,20
Menthor Medical Holdings LLC,13728,EXEMPT,150000,75000,0.5,5,27,2016,5/12/16,5/12/16,0,7/31/18,0,1.25,3.75,0,0,45000,0.3,0,0,0,621111,7
Carlos A Rojas DPM PA,13730,EXEMPT,125000,62500,0.5,6.5,16,2016,3/3/16,3/3/16,0,6/26/17,0,1.25,3.75,0,0,37500,0.3,0,0,0,621111,4
Rainbow Air Conditioning Servi,13731,PIF,50000,25000,0.5,6,12,2016,3/2/16,7/1/16,121,6/26/17,0,2.25,4,0,0,50000,1,0,0,0,812990,2
R F R DISTRIBUTORS OF MIAMI IN,13732,EXEMPT,85000,42500,0.5,1.5,24,2016,2/10/16,8/1/16,173,7/22/18,0,1.25,3.75,0,0,29750,0.35,0,0,0,423990,2
R F R DISTRIBUTORS OF MIAMI IN,13733,EXEMPT,65000,55250,0.85,5,84,2016,1/27/16,2/1/16,5,12/26/22,0,1.25,3.75,0,0,19500,0.3,0,0,0,423990,2
Reyes Electric Inc,13734,PIF,150000,75000,0.5,6.25,30,2016,12/21/15,12/21/15,0,6/8/18,0,2.25,4,0,0,150000,1,0,0,0,238210,32
LAW OFFICES OF LEO A MANZANILL,13735,EXEMPT,150000,127500,0.85,5.5,60,2016,11/19/15,12/1/15,12,11/4/20,0,1.25,3.75,0,0,45000,0.3,0,0,0,541110,19
Mena Travel Agency Inc,13736,EXEMPT,200000,150000,0.75,6,84,2015,9/24/15,10/1/15,7,8/25/22,0,1.5,3.5,0,0,60000,0.3,0,0,0,561510,22
Dade Contracting Inc,13737,PIF,200000,100000,0.5,1.75,12,2015,7/17/15,7/17/15,0,7/11/16,0,2.25,4,0,0,200000,1,0,0,0,238910,20
"Delicias Imports, Inc.",13740,EXEMPT,150000,127500,0.85,5.5,60,2015,4/2/15,6/1/15,60,5/5/20,0,1.5,3.5,0,0,52500,0.35,0,0,0,424410,81
Edgewater Associates of Florid,13741,PIF,150000,75000,0.5,6.5,25,2015,3/23/15,5/1/15,39,5/20/17,0,2.25,4,0,0,150000,1,0,0,0,423940,5
"Cardiovascular Mobile Service,",13742,EXEMPT,200000,100000,0.5,6,41,2015,3/9/15,3/9/15,0,7/21/18,0,1.5,3.5,0,0,60000,0.3,0,0,0,621512,24
"Cardiovascular Mobile Service,",13743,EXEMPT,350000,262500,0.75,5.5,60,2015,3/6/15,3/6/15,0,2/8/20,0,1.5,3.5,0,0,105000,0.3,0,0,0,621512,24
Victor Lopez de Mendoza MD PLL,13744,EXEMPT,200000,100000,0.5,2.75,41,2015,2/27/15,3/1/15,2,7/13/18,0,1.5,3.5,0,0,60000,0.3,0,0,0,621111,7
Neighborhood Fuel Inc,13745,EXEMPT,54400,46240,0.85,5.5,60,2015,12/3/14,12/3/14,0,11/7/19,0,1.5,3.5,0,0,16320,0.3,0,0,0,221210,4
Property Service & Supplies In,13746,PIF,200000,100000,0.5,6.5,30,2014,9/15/14,12/1/14,77,5/19/17,0,2.25,4,0,0,200000,1,0,0,0,561720,75
Maxon Groupe LLC,13747,EXEMPT,125000,62500,0.5,5.5,42,2014,8/26/14,9/1/14,6,2/12/18,0,1.75,3.25,0,0,37500,0.3,0,0,0,236118,2
"DAAB Food Services, LLC",13748,PIF,80000,68000,0.85,5.5,60,2014,8/8/14,8/8/14,0,7/13/19,0,2.25,4,0,0,80000,1,0,0,0,722511,43
DAAB Food Services LLC,13749,PIF,30000,15000,0.5,6.5,12,2014,7/9/14,7/9/14,0,7/4/15,0,2.25,4,0,0,30000,1,0,0,0,722511,63
MARANATA SCHOOL BUS SERVICE CO,13750,EXEMPT,50000,25000,0.5,2.75,33,2014,6/18/14,9/1/14,75,5/18/17,0,1.75,3.25,0,0,17500,0.35,0,0,0,485410,20
D'BELLO ENTERPRISES INC,13751,PIF,200000,100000,0.5,2.75,62,2014,5/27/14,6/1/14,5,7/5/19,0,2.25,4,0,0,200000,1,0,0,0,448210,5
Design Management Contractors,13752,EXEMPT,150000,75000,0.5,5.5,84,2014,2/18/14,2/18/14,0,1/12/21,0,1.75,3.25,0,0,45000,0.3,0,0,0,236118,2
Square One Branding Inc,13753,EXEMPT,100000,50000,0.5,6,108,2014,1/17/14,1/17/14,0,12/1/22,0,1.75,3.25,0,0,30000,0.3,0,0,0,541990,5
Cityworks Construction LLC,13754,PIF,300000,150000,0.5,6.5,40,2014,12/17/13,2/1/14,46,5/16/17,0,2.25,4,0,0,300000,1,0,0,0,236220,19
MG Pool Service Inc,13755,PIF,75000,37500,0.5,6.5,60,2014,12/12/13,12/12/13,0,11/16/18,0,2.25,4,0,0,75000,1,0,0,0,811490,7
Alen Construction Group Inc,13756,PIF,20000,17000,0.85,6.5,36,2014,12/2/13,1/1/14,30,12/16/16,0,2.25,4,0,0,20000,1,0,0,0,236220,5
Edgewater Associates of Florid,13757,PIF,75000,63750,0.85,5.5,60,2014,11/26/13,1/1/14,36,12/6/18,0,2.25,4,0,0,75000,1,0,0,0,423940,5
Cinderella Nursery Inc,13758,EXEMPT,350000,175000,0.5,5,49,2014,11/7/13,7/1/14,236,7/10/18,0,1.75,3.25,0,0,122500,0.35,0,0,0,624410,54
Alen Construction Group Inc,13759,EXEMPT,350000,175000,0.5,6,84,2013,9/12/13,1/1/14,111,11/25/20,0,2,3,0,0,122500,0.35,0,0,0,236220,5
OMAR SEAFOOD CORP,13760,PIF,200000,100000,0.5,5.5,36,2013,9/10/13,9/10/13,0,8/25/16,0,2.25,4,0,0,200000,1,0,0,0,445220,11
Miami Digicom Corp,13761,EXEMPT,100000,90000,0.9,5.75,54,2013,4/30/13,12/1/13,215,5/9/18,0,2,3,0,0,35000,0.35,0,0,0,423690,4
Garcia Brothers Seafood Inc.,13762,PIF,100000,50000,0.5,6,12,2013,10/16/12,2/1/13,108,1/27/14,0,2.25,4,0,0,100000,1,0,0,0,445220,10
HC Cell Inc,13763,EXEMPT,50000,45000,0.9,6.5,63,2012,9/26/12,10/1/12,5,12/4/17,0,2.25,2.75,0,0,15000,0.3,0,0,0,443112,6
Daniel M Keil PA,13764,EXEMPT,90000,45000,0.5,6,108,2012,8/27/12,10/1/12,35,8/15/21,0,2.25,2.75,0,0,31500,0.35,0,0,0,541110,8
"Blanco Forwarders, Inc.",13765,PIF,50000,42500,0.85,5.5,60,2012,7/25/12,9/1/12,38,8/6/17,0,2.25,4,0,0,50000,1,0,0,0,488510,13
E and M Equipment Corp,13766,PIF,300000,150000,0.5,6.5,84,2012,7/13/12,7/13/12,0,6/7/19,0,2.25,4,0,0,300000,1,0,0,0,238910,20
"DOWELL ORTHOPEDIC APPLIANCES,",13767,EXEMPT,50000,25000,0.5,6,119,2012,6/26/12,6/26/12,0,4/5/22,0,2.25,2.75,0,0,15000,0.3,0,0,0,339113,3
HNM Stainless LLC,13768,PIF,150000,75000,0.5,6,12,2012,6/5/12,6/5/12,0,5/31/13,0,2.25,4,0,0,150000,1,0,0,0,423450,5
Miami Food Distributors Inc,13771,PIF,200000,100000,0.5,6.5,65,2011,8/25/11,8/25/11,0,12/26/16,0,2.25,4,0,0,200000,1,0,0,0,424470,9
International Opticians Inc.,13772,PIF,100000,50000,0.5,6.5,31,2011,8/19/11,8/19/11,0,3/6/14,0,2.25,4,0,0,100000,1,0,0,0,446130,11
DKG & Associates LTD,13773,PIF,200000,100000,0.5,6.5,12,2011,2/15/11,3/1/11,14,2/24/12,0,2.25,4,0,0,200000,1,0,0,0,238120,110
Pamela A. Garcia,13774,PIF,100000,50000,0.5,6.5,81,2011,11/16/10,2/1/11,77,9/27/17,0,2.25,4,0,0,100000,1,0,0,0,448210,48
Blanco Forwarders Inc,13775,EXEMPT,350000,175000,0.5,6.5,84,2011,10/22/10,1/1/11,71,11/25/17,0,2.5,2.5,0,0,122500,0.35,0,0,0,488510,13
Willy's Collision & Watercraft,13776,EXEMPT,100000,50000,0.5,5.25,120,2010,4/1/10,4/1/10,0,2/8/20,0,2.25,2,0,0,45000,0.45,0,0,0,811111,9
STEPHENS ADVERTISING INC,13786,EXEMPT,20000,10000,0.5,11,84,2018,2/2/18,2/28/18,26,1/22/25,0,1.4,5,0,0,6000,0.3,0,0,0,541810,8
"HARDWOOD SMOKEHOUSE, LLC",13788,EXEMPT,35000,17500,0.5,11,84,2018,1/23/18,1/31/18,8,12/25/24,0,1.4,5,0,0,10500,0.3,0,0,0,722511,8
ATLANTIC TRUST MORTGAGE CORPOR,13790,EXEMPT,35000,17500,0.5,11,84,2018,1/18/18,1/31/18,13,12/25/24,0,1.4,5,0,0,10500,0.3,0,0,0,522310,9
CHAD FORSTER TREE SERVICE,13792,EXEMPT,52200,26100,0.5,6.02,84,2018,1/4/18,1/31/18,27,12/25/24,0,1.4,5,0,0,18270,0.35,0,0,0,561730,3
SPRINGS TO THE SEA PADDLESPORT,13794,EXEMPT,10000,5000,0.5,8.1,84,2018,12/21/17,1/31/18,41,12/25/24,0,1.4,5,0,0,3500,0.35,0,0,0,452111,1
GENTLE GIANT HANDYMEN INC,13795,EXEMPT,10000,5000,0.5,9.18,84,2018,12/20/17,12/31/17,11,11/24/24,0,1.4,5,0,0,3000,0.3,0,0,0,561730,2
LARSON INDUSTRIAL INC,13797,EXEMPT,35000,17500,0.5,7.85,84,2018,12/15/17,1/31/18,47,12/25/24,0,1.4,5,0,0,12250,0.35,0,0,0,722515,7
Emerald Coast Collision Repair,13798,EXEMPT,1108000,831000,0.75,5,120,2018,12/7/17,1/31/18,55,12/10/27,0,1.4,5,0,0,387800,0.35,0,0,0,811111,18
ON THE LEVEL RESIDENTIAL REPAI,13802,EXEMPT,15000,7500,0.5,9.22,84,2018,11/15/17,12/31/17,46,11/24/24,0,1.4,5,0,0,5250,0.35,0,0,0,238350,1
"TIC TAC Tire & Total Car Care,",13803,EXEMPT,2393500,1795125,0.75,5.24,312,2018,11/15/17,12/31/17,46,8/17/43,0,1.4,5,0,0,837725,0.35,0,0,0,811191,8
A BETTER LEDGER COMPANY INC,13804,EXEMPT,125000,62500,0.5,6.73,84,2018,10/27/17,11/30/17,34,10/24/24,0,1.4,5,0,0,43750,0.35,0,0,0,541211,4
DAN LO JEWELERS UNIQUE GOLD &,13805,EXEMPT,10000,5000,0.5,7.85,84,2017,9/20/17,9/30/17,10,8/24/24,0,1,4,0,0,3000,0.3,0,0,0,448310,2
WILLOWDALE ANIMAL HOSPITAL LLC,13806,EXEMPT,961900,721425,0.75,5.75,120,2017,9/14/17,10/31/17,47,9/9/27,0,1,4,0,0,336665,0.35,0,0,0,541940,12
OURTOWN REALTY GROUP LLC,13807,EXEMPT,50000,25000,0.5,7.85,84,2017,9/11/17,2/28/18,170,1/22/25,0,1,4,0,0,17500,0.35,0,0,0,531210,2
KYMBER & COMPANY LLC,13808,EXEMPT,10000,5000,0.5,7.02,84,2017,9/7/17,9/30/17,23,8/24/24,0,1,4,0,0,3000,0.3,0,0,0,812112,10
EVERBALANCE LLC,13809,EXEMPT,10000,5000,0.5,8.87,84,2017,9/7/17,9/30/17,23,8/24/24,0,1,4,0,0,3000,0.3,0,0,0,713940,5
GLOBAL EVENTS INTERNATIONAL IN,13811,EXEMPT,50000,25000,0.5,8.1,84,2017,8/28/17,11/30/17,94,10/24/24,0,1,4,0,0,17500,0.35,0,0,0,711310,4
"HIRE ENGAGEMENT SOLUTIONS, INC",13812,EXEMPT,10000,5000,0.5,9.22,84,2017,8/28/17,12/31/17,125,11/24/24,0,1,4,0,0,3500,0.35,0,0,0,812990,6
"MAKAELA MANNER KUNSTLER, D.M.D",13814,EXEMPT,970000,727500,0.75,4.75,300,2017,8/18/17,9/30/17,43,5/22/42,0,1,4,0,0,339500,0.35,0,0,0,621210,4
THE HOMESTEADER FIRST COAST ED,13817,EXEMPT,20000,10000,0.5,7.85,84,2017,8/17/17,9/30/17,44,8/24/24,0,1,4,0,0,7000,0.35,0,0,0,323111,16
HORIZON LANDSCAPING OF JACKSON,13818,EXEMPT,50000,25000,0.5,7.85,84,2017,8/15/17,9/30/17,46,8/24/24,0,1,4,0,0,17500,0.35,0,0,0,541320,20
J'S AVIATION CONSULTING GROUP,13821,EXEMPT,25000,12500,0.5,9.41,84,2017,8/8/17,8/31/17,23,7/25/24,0,1,4,0,0,7500,0.3,0,0,0,441120,2
PHASE ONE ELECTRIC LLC,13822,EXEMPT,189000,94500,0.5,6.25,240,2017,8/2/17,8/31/17,29,5/18/37,0,1,4,0,0,66150,0.35,0,0,0,238210,7
IREPAIRFAST LLC,13823,EXEMPT,35000,17500,0.5,8.97,84,2017,8/2/17,8/31/17,29,7/25/24,0,1,4,0,0,12250,0.35,0,0,0,812990,5
"SOUTHERN WATERPROOFING, INC.",13824,EXEMPT,100000,50000,0.5,7.85,84,2017,8/1/17,9/30/17,60,8/24/24,0,1,4,0,0,35000,0.35,0,0,0,238990,11
"SOUTHERN WATERPROOFING, INC.",13825,EXEMPT,50000,25000,0.5,6.96,84,2017,8/1/17,8/1/17,0,6/25/24,0,1,4,0,0,15000,0.3,0,0,0,238990,11
EUGENE RUSSELL DAVIS ARCHITECT,13826,EXEMPT,10000,5000,0.5,8.96,84,2017,8/1/17,8/31/17,30,7/25/24,0,1,4,0,0,3500,0.35,0,0,0,541310,3
STEWART ELECTRICAL CONTRACTING,13828,EXEMPT,50000,25000,0.5,7.85,84,2017,7/19/17,1/31/18,196,12/25/24,0,1,4,0,0,17500,0.35,0,0,0,238210,14
SHRI KRISHNA RESTAURANTS CORP,13829,EXEMPT,25000,12500,0.5,9.19,84,2017,7/18/17,7/31/17,13,6/24/24,0,1,4,0,0,7500,0.3,0,0,0,722511,10
PETS R FAMILY VETERINARY HOSPI,13831,EXEMPT,824800,618600,0.75,5.55,312,2017,7/12/17,11/30/17,141,7/17/43,0,1,4,0,0,288680,0.35,0,0,0,541940,4
RSJW MANAGEMENT LLC,13833,EXEMPT,389100,291825,0.75,5.35,240,2017,7/11/17,9/30/17,81,6/17/37,0,1,4,0,0,136185,0.35,0,0,0,811121,0
JTE MACHINES LLC,13834,EXEMPT,175000,87500,0.5,7.8,84,2017,7/6/17,7/31/17,25,6/24/24,0,1,4,0,0,52500,0.3,0,0,0,333999,10
JR DEXTER INC,13835,EXEMPT,15000,7500,0.5,10.75,84,2017,7/5/17,10/31/17,118,9/24/24,0,1,4,0,0,5250,0.35,0,0,0,722320,3
SOLAR TREK INC,13836,EXEMPT,150000,75000,0.5,8.05,84,2017,7/5/17,7/31/17,26,6/24/24,0,1,4,0,0,45000,0.3,0,0,0,238220,25
