BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysIN2TB4CO,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
"LAUNDROMUTT, LLC",199 Jefferson Ln,STREAMWOOD,IL,60107,9924,PIF,30000,15000,8.9,84,2014,9/18/14,9/18/14, -   ,8/12/21,0,,,,,,"2,520",84,812910,Pet Care (except Veterinary) Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
RTR TRANSPORTATION INCORPORATE,712 Chestnut St,LEMONT,IL,60439,9925,PIF,22400,11200,5.05,84,2014,9/18/14,9/18/14, -   ,8/12/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Cary Grove Animal Hospital PC,740 Northwest Hwy,FOX RIVER GROVE,IL,60021,9926,PIF,237600,118800,5.5,120,2014,9/16/14,9/16/14, -   ,7/25/24,0,,,,,,"3,600",120,541940,Veterinary Services,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
AJ SAFE CORPORATION,12513 S Moody Ave,PALOS HEIGHTS,IL,60463,9927,PIF,23300,11650,5,84,2014,9/16/14,9/16/14, -   ,8/10/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Illinois Aviation Academy Inc,32W751 Tower Rd,WEST CHICAGO,IL,60185,9928,PIF,200000,100000,5.25,84,2014,9/12/14,9/12/14, -   ,8/6/21,0,,,,,,"2,520",84,611699,All Other Miscellaneous Schools and Instruction,18,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Clickinmoms LLC,901 Bilter Road Suite B,AURORA,IL,60502,9931,PIF,350000,175000,4.694,84,2014,9/8/14,9/8/14, -   ,8/2/21,0,,,,,,"2,520",84,519130,Internet Publishing and Broadcasting and Web Search Portals,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"SUNSHINE LINES INC.,",5504 N Kimball Ave,CHICAGO,IL,60625,9932,PIF,21500,10750,5,84,2014,9/8/14,9/8/14, -   ,8/2/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
RTR TRANSPORTATION INCORPORATE,712 Chestnut St,LEMONT,IL,60439,9941,PIF,45600,22800,5,84,2014,8/20/14,8/20/14, -   ,7/14/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"National Salt Supply, Inc.",6524 Belvidere Rd,ROSCOE,IL,61073,9942,PIF,150000,75000,5.25,84,2014,8/19/14,8/19/14, -   ,7/13/21,0,,,,,,"2,520",84,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
CROSSFIT HEROIC LLC,16564 Cherry Creek Ct,JOLIET,IL,60433,9943,PIF,11200,5600,8.9,84,2014,8/12/14,8/12/14, -   ,7/6/21,0,,,,,,"2,520",84,713940,Fitness and Recreational Sports Centers,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"JUKNYS LOGISTICS, LTD",2212 Country Club Dr Apt 25,WOODRIDGE,IL,60517,9945,PIF,45900,22950,6.25,84,2014,8/8/14,8/8/14, -   ,7/2/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"HEARTFELT DESIGNS, INC.",2304 Firethorn Ln,CHAMPAIGN,IL,61822,9946,PIF,50000,25000,7.4,84,2014,8/8/14,8/8/14, -   ,7/2/21,0,,,,,,"2,520",84,339112,Surgical and Medical Instrument Manufacturing,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
A-TEAM TRANSPORTATION INC.,12161 S Central Ave,ALSIP,IL,60803,9947,PIF,19400,9700,8.7,72,2014,8/8/14,8/8/14, -   ,7/7/20,0,,,,,,"2,160",72,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"ASCENT GLOBAL ALLIANCE, LLC",1717 Naper Blvd Suite 200,LISLE,IL,60532,9949,PIF,150000,75000,5.25,84,2014,8/6/14,8/6/14, -   ,6/30/21,0,,,,,,"2,520",84,541990,"All Other Professional, Scientific, and Technical Services",6,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"AMERICAN STEEL FABRICATORS, IN",1985 Anson Dr,MELROSE PARK,IL,60160,9950,PIF,150000,75000,4.5,84,2014,8/5/14,8/5/14, -   ,6/29/21,0,,,,,,"2,520",84,332312,Fabricated Structural Metal Manufacturing,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"BGR LOGISTICS, INC.",536 N Rumple Ln,ADDISON,IL,60101,9951,PIF,23900,11950,8.45,84,2014,8/5/14,8/5/14, -   ,6/29/21,0,,,,,,"2,520",84,484110,"General Freight Trucking, Local",10,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Symmetry Resource Group LLC,1821 Walden Office SQ Ste 400,SCHAUMBURG,IL,60173,9958,PIF,80000,40000,5.9,84,2014,7/25/14,7/25/14, -   ,6/18/21,0,,,,,,"2,520",84,541512,Computer Systems Design Services,5,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Symmetry Resource Group LLC,1821 Walden Office SQ Ste 400,SCHAUMBURG,IL,60173,9959,PIF,100000,50000,5.15,84,2014,7/25/14,7/25/14, -   ,6/18/21,0,,,,,,"2,520",84,541512,Computer Systems Design Services,5,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Redwood Real Estate Services,",22303 S River Rd,SHOREWOOD,IL,60404,9962,PIF,43000,21500,9.3,84,2014,7/22/14,7/22/14, -   ,6/15/21,0,,,,,,"2,520",84,561730,Landscaping Services,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
CMC Taxi LLC,268 Newton Ave,GLEN ELLYN,IL,60137,9964,PIF,13200,6600,8.7,36,2014,7/17/14,7/17/14, -   ,7/1/17,0,,,,,,"1,080",36,485310,Taxi Service,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"THIRD SHORE INVESTIGATIONS, IN",2549 Dunraven Ave,NAPERVILLE,IL,60540,9965,PIF,25000,12500,8.65,84,2014,7/17/14,7/17/14, -   ,6/10/21,0,,,,,,"2,520",84,561611,Investigation Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
GARSON TRANSPORTATION CORPORAT,5222 N Oakview St Apt 2W,CHICAGO,IL,60656,9970,PIF,25000,12500,8.45,72,2014,7/9/14,7/9/14, -   ,6/7/20,0,,,,,,"2,160",72,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Compass Automation, Incorporat",1380 Gateway Drive Suite 4 &,ELGIN,IL,60124,9978,PIF,350000,262500,4.2,60,2014,6/23/14,6/23/14, -   ,5/28/19,0,,,,,,"1,800",60,333249,Other Industrial Machinery Manufacturing,3,SLA,Lender Advantage Initiative,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Krzysztof Wasowicz,8206 Rachel Ln,JUSTICE,IL,60458,9981,PIF,28100,14050,8.45,60,2014,6/17/14,6/17/14, -   ,5/22/19,0,,,,,,"1,800",60,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
UNITED FAST FOOD & BEVERAGE,2626 Delta Lane,ELK GROVE VILLAGE,IL,60007,9982,PIF,350000,175000,5.248,84,2014,6/11/14,6/11/14, -   ,5/5/21,0,,,,,,"2,520",84,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,30,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
CMC Taxi LLC,268 Newton Ave,GLEN ELLYN,IL,60137,9984,PIF,13000,6500,8.7,36,2014,6/10/14,6/10/14, -   ,5/25/17,0,,,,,,"1,080",36,485310,Taxi Service,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"US DIRECT, INC.",1402 Beach Ave,LA GRANGE PARK,IL,60526,9988,PIF,42500,21250,5,42,2014,6/3/14,6/3/14, -   ,11/14/17,0,,,,,,"1,260",42,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Roadrunners Autotransport, Inc",3950 W. 155th Street,MARKHAM,IL,60428,9992,PIF,524600,393450,4.9,120,2014,5/23/14,5/23/14, -   ,3/31/24,0,,,,,,"3,600",120,484121,"General Freight Trucking, Long Distance, Truckload",0,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"First Class Valet, Inc.",219 55th St Ste 305,CLARENDON HILLS,IL,60514,9997,PIF,125000,62500,6.25,84,2014,5/14/14,5/14/14, -   ,4/7/21,0,,,,,,"2,520",84,485320,Limousine Service,23,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Universe Logistics Inc.,1639 Oakwood Ave Apt 301,DES PLAINES,IL,60016,9998,PIF,40000,20000,5.15,84,2014,5/10/14,5/10/14, -   ,4/3/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"7Fridays, Inc.",600 Industrial Drive,CARY,IL,60013,9999,PIF,202800,152100,5.4,60,2014,5/9/14,5/9/14, -   ,4/13/19,0,,,,,,"1,800",60,561740,Carpet and Upholstery Cleaning Services,78,SLA,Lender Advantage Initiative,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Aiden Freight Express, Inc.",6123 N Kedzie Ave Apt2,CHICAGO,IL,60659,10001,PIF,21600,10800,6.25,36,2014,5/7/14,5/7/14, -   ,4/21/17,0,,,,,,"1,080",36,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Petroff Transport Inc.,9441 Lawrence Ct Apt B,SCHILLER PARK,IL,60176,10002,PIF,35600,17800,8.7,84,2014,5/2/14,5/2/14, -   ,3/26/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Willow- Ridge Glass, Inc.",8102 S Lemont Rd Suite 100,WOODRIDGE,IL,60517,10004,PIF,19600,9800,6.3,84,2014,5/1/14,5/1/14, -   ,3/25/21,0,,,,,,"2,520",84,238150,Glass and Glazing Contractors,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
N Stream Inc.,15 Bar Harbour Rd Unit 3D,SCHAUMBURG,IL,60193,10006,PIF,24300,12150,5.4,84,2014,4/28/14,4/28/14, -   ,3/22/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
N Stream Inc.,15 Bar Harbour Rd Unit 3D,SCHAUMBURG,IL,60193,10007,PIF,24300,12150,5.4,84,2014,4/28/14,4/28/14, -   ,3/22/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
N Stream Inc.,15 Bar Harbour Rd Unit 3D,SCHAUMBURG,IL,60193,10008,PIF,24300,12150,5.4,84,2014,4/28/14,4/28/14, -   ,3/22/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"IBV Trans, Inc.",3100 Bayside Dr Unit 5,PALATINE,IL,60074,10010,PIF,20000,10000,5.4,48,2014,4/24/14,4/24/14, -   ,4/3/18,0,,,,,,"1,440",48,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Oak Brook Nutrition Center Inc,460 Quail Ridge Dr,WESTMONT,IL,60559,10011,PIF,100000,50000,5.75,84,2014,4/21/14,4/21/14, -   ,3/15/21,0,,,,,,"2,520",84,621399,Offices of All Other Miscellaneous Health Practitioners,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
CMC Taxi LLC,268 Newton Ave,GLEN ELLYN,IL,60137,10012,PIF,12700,6350,9.05,36,2014,4/18/14,4/18/14, -   ,4/2/17,0,,,,,,"1,080",36,485310,Taxi Service,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Atip Trucking Inc.,10538 Central Ave Apt 3S,CHICAGO RIDGE,IL,60415,10013,PIF,30000,15000,8.75,84,2014,4/15/14,4/15/14, -   ,3/9/21,0,,,,,,"2,520",84,488490,Other Support Activities for Road Transportation,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Dance Dynamics, Inc.",1709 Town Center St Ste 106,AURORA,IL,60504,10014,PIF,25000,12500,9.4,84,2014,4/15/14,4/15/14, -   ,3/9/21,0,,,,,,"2,520",84,611610,Fine Arts Schools,8,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Steven B. Abern, M.D., S.C.",1875 Dempster St Suite 560,PARK RIDGE,IL,60068,10016,PIF,66000,33000,6.75,84,2014,4/11/14,4/11/14, -   ,3/5/21,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
LA VENICE NAILS & SPA LLC,625 W State St,GENEVA,IL,60134,10021,PIF,55000,27500,7.75,84,2014,3/20/14,3/20/14, -   ,2/11/21,0,,,,,,"2,520",84,812113,Nail Salons,14,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Renewable Foods, LLC",739 Elm St,GLEN ELLYN,IL,60137,10022,PIF,25000,12500,9,84,2014,3/14/14,3/14/14, -   ,2/5/21,0,,,,,,"2,520",84,115210,Support Activities for Animal Production,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Piska Building, LLC",10095 W. Lincoln Highway,FRANKFORT,IL,60423,10027,PIF,305700,229275,5.02,240,2014,3/10/14,3/10/14, -   ,11/25/33,0,,,,,,"7,200",240,621111,Offices of Physicians (except Mental Health Specialists),0,SLA,Lender Advantage Initiative,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Sky U.S.A., Inc.",5855 N Sheridan Rd Apt 10D,CHICAGO,IL,60660,10032,PIF,31300,15650,9.05,36,2014,2/10/14,2/10/14, -   ,1/25/17,0,,,,,,"1,080",36,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
C F Funding Corporation,1245 E Diehl Rd Ste 305,NAPERVILLE,IL,60563,10033,PIF,110000,55000,7.66,72,2014,2/7/14,2/7/14, -   ,1/7/20,0,,,,,,"2,160",72,522310,Mortgage and Nonmortgage Loan Brokers,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Ameex Technologies Corporation,"1701 E Woodfield Road, S 211",SCHAUMBURG,IL,60173,10034,PIF,250000,125000,6.57,84,2014,2/4/14,2/4/14, -   ,12/29/20,0,,,,,,"2,520",84,541512,Computer Systems Design Services,11,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Douglas & Ogden Medical Center,5207 Main St Ste 102,DOWNERS GROVE,IL,60515,10035,PIF,100000,50000,6,84,2014,1/28/14,1/28/14, -   ,12/22/20,0,,,,,,"2,520",84,446110,Pharmacies and Drug Stores,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Douglas & Ogden Medical Center,5207 Main St Ste # 102,DOWNERS GROVE,IL,60515,10036,PIF,50000,25000,6.75,84,2014,1/28/14,1/28/14, -   ,12/22/20,0,,,,,,"2,520",84,446110,Pharmacies and Drug Stores,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Amped I LLC,4410 N Ravenswood Ave,CHICAGO,IL,60640,10037,PIF,300000,150000,6.35,84,2014,1/22/14,1/22/14, -   ,12/16/20,0,,,,,,"2,520",84,541330,Engineering Services,11,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Timmaj Inc.,781 Cordial Dr,DES PLAINES,IL,60018,10038,PIF,42500,21250,8.8,72,2014,1/17/14,1/17/14, -   ,12/17/19,0,,,,,,"2,160",72,484110,"General Freight Trucking, Local",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"AMA PRO SERVICES, INC.",250 S Garden Ave,ROSELLE,IL,60172,10041,PIF,45000,22500,8.75,84,2014,1/8/14,1/8/14, -   ,12/2/20,0,,,,,,"2,520",84,238160,Roofing Contractors,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"PAWS IN TIME, INC.",1891 E Fabyan Pky,WEST CHICAGO,IL,60185,10042,PIF,31000,15500,7.5,84,2014,1/6/14,1/6/14, -   ,11/30/20,0,,,,,,"2,520",84,812910,Pet Care (except Veterinary) Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Essential Elements Chicago, Lt",1640 East 87th Street,CHICAGO,IL,60617,10044,PIF,100000,50000,7.65,84,2014,12/20/13,12/20/13, -   ,11/13/20,0,,,,,,"2,520",84,448150,Clothing Accessories Stores,5,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
REVIVAL CLOTHING COMPANY,27 S May St,AURORA,IL,60506,10050,PIF,32000,16000,7.65,84,2014,12/5/13,12/5/13, -   ,10/29/20,0,,,,,,"2,520",84,315280,Other Cut and Sew Apparel Manufacturing,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
LA VENICE NAILS & SPA LLC,2131 Allegre Cir Apt 205,NAPERVILLE,IL,60563,10052,PIF,65000,32500,7.75,84,2014,12/3/13,12/3/13, -   ,10/27/20,0,,,,,,"2,520",84,812113,Nail Salons,14,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
TEAM CHAMPIONS INC.,784 Central Ave Apt 4,HIGHLAND PARK,IL,60035,10053,PIF,18500,9250,6.6,60,2014,12/3/13,12/3/13, -   ,11/7/18,0,,,,,,"1,800",60,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Employment Counsel, P.C.",505 N Frieh Dr,ROMEOVILLE,IL,60446,10054,PIF,10000,5000,9.65,84,2014,11/25/13,11/25/13, -   ,10/19/20,0,,,,,,"2,520",84,541199,All Other Legal Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"J. Jordan, Inc.",174 N Pier Dr,MACHESNEY PARK,IL,61115,10055,PIF,35000,17500,7.65,84,2014,11/20/13,11/20/13, -   ,10/14/20,0,,,,,,"2,520",84,561730,Landscaping Services,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Mier Consulting Group, Inc.",10637 S Oakley Ave,CHICAGO,IL,60643,10058,PIF,50000,25000,7.9,84,2014,11/8/13,11/8/13, -   ,10/2/20,0,,,,,,"2,520",84,541620,Environmental Consulting Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Capital Signature Inc.,275 Kings Mill Ct Unit D1,SCHAUMBURG,IL,60193,10060,PIF,21200,10600,9.05,60,2014,11/1/13,11/1/13, -   ,10/6/18,0,,,,,,"1,800",60,488999,All Other Support Activities for Transportation,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
R & S TRANSPORT INC.,6317 N Sacramento Ave Apt 2E,CHICAGO,IL,60659,10062,PIF,25000,12500,6.6,48,2014,10/28/13,10/28/13, -   ,10/7/17,0,,,,,,"1,440",48,484110,"General Freight Trucking, Local",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"X-Towing, Inc.",2513 S Artesian Ave,CHICAGO,IL,60608,10069,PIF,10000,5000,9,84,2013,9/18/13,9/18/13, -   ,8/12/20,0,,,,,,"2,520",84,488410,Motor Vehicle Towing,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Usitplus Business Solutions, I",13801 Meadow Ln,PLAINFIELD,IL,60544,10070,PIF,30000,15000,7.65,84,2013,9/17/13,9/17/13, -   ,8/11/20,0,,,,,,"2,520",84,541511,Custom Computer Programming Services,10,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"THE MUSIC SHOPPE, INC.",1540 East College Avenue,NORMAL,IL,61761,10071,PIF,471200,353400,4,39,2013,9/11/13,9/11/13, -   ,11/24/16,0,,,,,,"1,170",39,451140,Musical Instrument and Supplies Stores,39,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Your Neighborhood Store, Inc.",1435 N Sedgwick St,CHICAGO,IL,60610,10072,PIF,15000,7500,9,84,2013,9/10/13,9/10/13, -   ,8/4/20,0,,,,,,"2,520",84,445110,Supermarkets and Other Grocery (except Convenience) Stores,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Distinctive Guitar LLC,400 E Ohio St Apt 2804,CHICAGO,IL,60611,10074,PIF,100000,50000,7.65,84,2013,9/4/13,9/4/13, -   ,7/29/20,0,,,,,,"2,520",84,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Capital Properties, LLC",901 Elizabeth Street,ELGIN,IL,60120,10075,PIF,303200,151600,5.79,240,2013,9/3/13,9/3/13, -   ,5/21/33,0,,,,,,"7,200",240,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merc,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Elemento L2, L.L.C.",401 S Lasalle St Ste 1501,CHICAGO,IL,60605,10078,PIF,350000,175000,6.25,84,2013,8/26/13,8/26/13, -   ,7/20/20,0,,,,,,"2,520",84,541910,Marketing Research and Public Opinion Polling,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Punchkick Interactive Inc.,22 W Ontario Street 4th Fl,CHICAGO,IL,60654,10081,PIF,511600,383700,3.196,90,2013,8/22/13,8/22/13, -   ,1/12/21,0,,,,,,"2,700",90,541511,Custom Computer Programming Services,36,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
